cluster_id,score,summarymà
154,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","19 h30 ngày 14/7 tổ công_tác Đội CSGT An_Lạc Phòng CSGT đường_bộ đường_sắt Công_an TP.HCM tuần_tra trên quốc_lộ 1_, phát_hiện một bé gái lang_thang tại khu_vực xã Tân_Kiên huyện Bình_Chánh.Thấy bé gái đi bộ với vẻ mặt sợ_hãi tổ công_tác đã tiếp_cận hỏi_thăm thì biết cháu đang đi lạc.Trước đó tối 14/7 trong lúc thực_hiện nhiệm_vụ tuần_tra kiểm_soát trên tuyến Quốc_lộ 1A Tổ tuần_tra Đội CSGT An_Lạc thì phát_hiện bé gái khoảng 8 tuổi đi lang_thang một_mình trong đêm_tối với nét mặt sợ_hãi.Trước tình_cảnh này tổ công_tác đã đưa bé gái về trụ_sở Công_an xã Tân_Kiên trấn_an tinh_thần mua thức_ăn sữa cho cháu bé rồi tìm cách liên_hệ với Công_an các xã thuộc_địa_bàn huyện Bình_Chánh tìm người_thân cho bé gái"
155,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Vụ_việc xảy ra tại London_Pub hộp_đêm tự mô_tả trên website của mình rằng đây là điểm gặp_gỡ lớn nhất của những người đồng_tính nam và đồng_tính nữ tại Oslo.Kênh_truyền_hình NRK đưa tin nhà_chức_trách đã biết đến đối_tượng này và người này đang không hợp_tác với cảnh_sát.Ông Tore_Barstad người phát_ngôn cảnh_sát cho biết với báo Aftenposten hiện_trường vụ xả súng trải dài từ hộp_đêm London_Pub qua một câu_lạc_bộ gần đó rồi đến một tuyến phố lân_cận đây cũng là nơi nghi_phạm bị bắt_giữ chỉ sau vài phút hắn bắt_đầu nổ súng.Hình_ảnh trên báo VG kênh NRK và nhiều kênh truyền_thông khác cho thấy đông_đảo lực_lượng ứng_phó khẩn_cấp trong đó có cảnh_sát và nhân_viên cứu_thương tập_trung bên ngoài London_Pub.Anh Olav_Roenneberg phóng_viên của đài_truyền_hình công_cộng Na Uy_NRK đã chứng_kiến vụ xả súng và kể lại Tôi thấy một người đàn_ông tới hiện_trường cùng với một chiếc túi.Phát_biểu với báo_giới đại_diện cảnh_sát cho hay đối_tượng trên nằm trong danh_sách theo_dõi của các cơ_quan tình_báo nội_địa và đã từng sa lưới pháp_luật vì những vi_phạm nhỏ như sở_hữu_dao và ma_túy.Chúng_tôi chưa biết điều gì ở phía sau hành_động kinh_hoàng này nhưng với những người đồng_tính đang hoảng_sợ và đau_buồn tôi muốn nói rằng chúng_tôi ở bên các bạn Thủ_tướng Na_Uy chia_sẻ
156,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Trước diễn_biến khó lường của dịch_bệnh Thành_phố Hồ_Chí_Minh cần nhanh_chóng thực_hiện các giải_pháp nhằm ngăn dịch_bệnh bùng_phát nhất_là không để xảy ra dịch chồng dịch.Cùng với đó việc biến_chủng Omicron BA. 5 xuất_hiện tại Việt_Nam được dự_báo sẽ làm tăng số ca nhiễm Covid-19 trong thời_gian tới.Bộ Y_tế dự_báo số mắc sốt_xuất_huyết thời_gian tới tiếp_tục gia_tăng và có_thể bùng_phát trên diện rộng nếu không quyết_liệt triển_khai các biện_pháp phòng chống dịch_bệnh.Theo báo_cáo của Sở Y_tế thành_phố tính đến giữa tháng 6 số ca mắc sốt_xuất_huyết tích_lũy ở các tỉnh thành_phố phía nam là hơn 55.863 ca tăng 117 so cùng kỳ năm 2021 trong đó số ca tử_vong đến ngày 19/6 là 42 ca tăng 6 lần so cùng kỳ và bảy lần so với năm 2021.Hiện_tại dịch_bệnh sốt_xuất_huyết trên địa_bàn tỉnh Long_An cũng đang diễn_biến phức_tạp dự_báo có nguy_cơ bùng_phát mạnh do đang vào mùa mưa chỉ_số côn_trùng tăng cao.Ðáng chú_ý để không xảy ra dịch chồng dịch ngoài tập_trung thực_hiện các giải_pháp phòng chống bệnh sốt_xuất_huyết ngành y_tế thành_phố cần tập_trung đẩy_mạnh công_tác tiêm vắc-xin phòng Covid-19_mũi nhắc lại.Theo Sở Y_tế thành_phố nếu không có những giải_pháp quyết_liệt dịch sốt_xuất_huyết có_thể bùng_phát mạnh_mẽ tại các địa_phương này khi bước vào đỉnh dịch năm nay
157,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Tại huyện Ea_H'leo Đắk_Lắk Buôn_Hồ Đắk_Lắk cà_phê được thu_mua cùng mức 42.700 đồng kg.Tại huyện Cư_M'gar ĐắkLắk giá cà_phê hôm_nay ở mức 42.800 đồng kg.Tại huyện Ea_H'leo ĐắkLắk Buôn_Hồ ĐắkLắk giá cà_phê hôm_nay được thu_mua với mức 42.700 đồng kg.Tại huyện Di_Linh Lâm_Hà Bảo_Lộc Lâm_Đồng cà_phê được thu_mua với mức 42.300 đồng kg.Tương_tự tại tỉnh Đắk_Nông cà_phê thu_mua ở mức 42.700 đồng kg tại_Gia_Nghĩa và 42.600 đồng kg ở Đắk_R'lấp.Tại huyện Cư_M'gar Đắk_Lắk giá cà_phê ở mức 42.800 đồng kg.Tại_Gia_Nghĩa và Đắk_R'lấp Đắk_Nông giá cà_phê lần_lượt đạt mức 42.700 đồng kg 42.600 đồng kg.Tại Bảo_Lộc Lâm_Đồng Lâm_Hà Lâm_Đồng giá cà_phê ở mức 42.200 đồng kg.Còn giá cà_phê tại tỉnh Kon_Tum được thu_mua với mức 42.700 đồng kg
158,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Tại Đại_hội các cổ_đông của Vietnam_Airlines đã thảo_luận và biểu_quyết thông_qua các nội_dung quan_trọng gồm kế_hoạch sản_xuất kinh_doanh năm 2022 báo_cáo tài_chính năm 2021 đã được kiểm_toán báo_cáo hoạt_động của Hội_đồng_quản_trị năm 2021 và định_hướng năm 2022.Sáng 28/6 Tổng_công_ty Hàng_không Việt_Nam Vietnam_Airlines đã tổ_chức Đại_hội_đồng cổ_đông thường_niên năm 2022.Ông Đặng_Ngọc_Hòa Chủ_tịch HĐQT_Vietnam_Airlines cho biết Trên cơ_sở dự_báo môi_trường kinh_doanh đánh_giá khó_khăn thuận_lợi Vietnam_Airlines đã xây_dựng kế_hoạch sản_xuất kinh_doanh năm 2022 với nhiệm_vụ trọng_tâm là bảo_đảm an_toàn tuyệt_đối khai_thác điều_hành chủ_động linh_hoạt theo diễn_biến thị_trường cắt_giảm chi_phí cân_đối dòng tiền.Trong năm 2022 và các năm tiếp_theo Vietnam_Airlines sẽ tiếp_tục tập_trung thực_hiện kế_hoạch triển_khai tái cơ_cấu toàn_diện sau khi Đề_án Tái cơ_cấu Tổng_công_ty hàng_không được cấp có thẩm_quyền và Đại_hội_đồng cổ_đông thông_qua trong đó chủ_yếu tập_trung triển_khai các giải_pháp từ nội_lực của doanh_nghiệp như tái cơ_cấu tài_sản đội tàu_bay tái cơ_cấu danh_mục đầu_tư tái cơ_cấu nguồn vốn.Cuối tháng 11/2021 Vietnam_Airlines chính_thức khai_thác đường_bay thẳng thường_lệ tới Mỹ với mục_tiêu vừa mở_rộng mạng đường_bay quốc_tế vừa để tận_dụng khai_thác tối_ưu nguồn_lực đội tàu_bay thân rộng.Tại Đại_hội_đồng cổ_đông thường_niên năm 2022 ngày 28-6 Vietnam_Airlines cho biết trong năm 2022 và các năm tiếp_theo hãng tiếp_tục tái cơ_cấu toàn_diện sau khi Đề_án tái cơ_cấu Tổng_Công_ty hàng_không được cấp có thẩm_quyền và Đại_hội_đồng cổ_đông thông_qua.Sáng 28/6 Tổng_công_ty Hàng_không Việt_Nam –_Vietnam_Airlines HoSE HVN đã tổ_chức thành_công kỳ họp Đại_hội_đồng cổ_đông thường_niên năm 2022.Theo Tổng_Giám_đốc Vietnam Airlines Lê_Hồng_Hà bằng những giải_pháp linh_hoạt sáng_tạo Vietnam_Airlines đã đạt được những kết_quả khả_quan hơn so với kế_hoạch năm 2021 đã báo_cáo Đại_hội_đồng cổ_đông.Theo báo_cáo tài_chính của Vietnam_Airlines năm 2021 đại_dịch COVID-19 diễn_biến phức_tạp đã ảnh_hưởng nghiêm_trọng đến toàn ngành hàng_không.Đặc_biệt trong năm 2021 Vietnam_Airlines đã triển_khai thành_công gói giải_pháp tháo_gỡ khó_khăn về thanh khoản quy_mô 12.000 tỷ đồng
159,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Tại Bệnh_viện Nhi_TW trong những bệnh_nhân mắc MIS-C mức_độ nặng cần phải sử_dụng các biện_pháp hỗ_trợ hầu_như đều là các trẻ chưa tiêm vaccine COVID-19.do Cổng Thông_tin điện_tử Chính_phủ tổ_chức sáng ngày 1/7 PGS.TS Trần_Minh_Điển Giám_đốc Bệnh_viện Nhi_TW hội_chứng mắc suy đa cơ_quan gọi_là hội_chứng MIS-C chính là tình_trạng đáp_ứng viêm quá lên của cơ_thể khi phản_ứng với các thành_phần của virus.Cũng tại hướng_dẫn này Bộ Y_tế nêu rõ hội_chứng viêm đa_hệ_thống ở trẻ_em MIS-C đối_với trẻ sau mắc COVID-19 khoảng 2-6 tuần khi có dấu_hiệu sốt và có tăng các chỉ_số viêm CRP_≥_5 mg L máu lắng procalcitonin và tổn_thương ≥ 2 cơ_quan da niêm tiêu_hóa tim_mạch thận hô_hấp huyết_học thần_kinh.Giám_đốc Bệnh_viện Nhi_TW cho biết thêm với nhóm trẻ từ 5-17 tuổi theo nghiên_cứu lớn tại Đan_Mạch khi tiêm vaccine sẽ bảo_vệ trẻ tránh khỏi MIS-C khoảng 94.Hầu_như các trường_hợp trẻ mắc MIS-C điều_trị tại Bệnh_viện Nhi_TW đều chưa tiêm vaccine COVID-19.Tại cuộc tọa_đàm Tại_sao phải tiêm mũi 3 mũi 4 phòng COVID-19.Giám_đốc Bệnh_viện Nhi_TW cũng cho hay Chúng_ta đã qua đỉnh dịch 3 4 tháng miễn_dịch tự_nhiên cũng suy_giảm dần và những biến_thể mới cũng đang xuất_hiện
160,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Một trận động_đất mạnh 5,9_độ Richter đã xảy ra vào đầu ngày thứ_Tư gần thành_phố Khost cạnh biên_giới Pakistan và số người chết dự_kiến sẽ còn tăng lên do nhiều ngôi nhà trong khu_vực này được làm bằng gỗ mỏng bùn và các vật_liệu dễ bị hư_hại khác.Các cơ_quan nhân_đạo đang tập_trung về khu_vực này nhưng vị_trí xa_xôi của nơi này đang làm_khó các nỗ_lực cứu_hộ.Thêm vào đó sự chần_chừ của cộng_đồng quốc_tế khi phải làm_việc với Taliban và bộ_máy hành_chính rất lộn_xộn nơi rất khó thu_thập thông_tin từ một nguồn đã dẫn đến những lỗ_hổng liên_lạc của các đội cứu_hộ Baheer người sáng_lập nhóm cứu_hộ Save_Afghans from Hunger cho biết.Hsiao-Wei Lee Phó giám_đốc quốc_gia WFP tại Afghanistan mô_tả tình_hình trên thực_địa là rất ảm_đạm nơi nhiều ngôi làng bị tàn_phá hoàn_toàn hoặc 70 đã sụp_đổ.Mặc_dù cuộc khủng_hoảng_kinh_tế ở Afghanistan đã kéo_dài nhiều năm do hậu_quả của xung_đột và hạn_hán thì tình_hình này đã trở_nên nguy_ngập hơn sau khi Taliban tiếp_quản chính_quyền hồi năm_ngoái.Trận động_đất xảy ra cùng với đợt mưa và gió_mùa lớn từ ngày 20 đến ngày 22 tháng 6 đã cản_trở nỗ_lực tìm_kiếm và di_chuyển bằng trực_thăng"
161,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Với 349 phiếu ủng_hộ so với 238 phiếu chống chính_phủ của Thủ_tướng Boris_Johnson ngày 18/7 giờ_địa_phương đã vượt qua cuộc bỏ_phiếu tín_nhiệm tự đề_xuất sau khi các thành_viên đảng Bảo_thủ cầm_quyền buộc phải lựa_chọn ủng_hộ chính_phủ nhằm tránh bầu_cử sớm.Trước đó Công_đảng đối_lập đã kêu_gọi thay_thế ông Boris_Johnson ngay_lập_tức bằng một thủ_tướng tạm_quyền cho đến khi người kế_nhiệm chính_thức được đảng Bảo_thủ bầu ra_vào đầu tháng 9.Chính_phủ Bảo_thủ có được thế đa_số đáng_kể tại Hạ_viện và vài tuần trước ông đã vượt qua dễ_dàng cuộc bỏ_phiếu tín_nhiệm nội_bộ đảng.Những người đứng đằng sau bản kiến_nghị cho rằng toàn_bộ quá_trình bầu nhà lãnh_đạo mới của đảng đã mở_đường cho các nghị_sĩ có_thể viện lý_do lợi_ích để dàn_xếp chống lại Thủ_tướng Johnson.Công_đảng đã tìm cách tổ_chức bỏ_phiếu tín_nhiệm đối_với cả chính_phủ và cá_nhân ông Boris_Johnson nhằm buộc ông phải rút_lui sớm hơn.Như_vậy ông Rishi_Sunak và bà Liz_Truss sẽ đối_mặt trong vòng bỏ_phiếu quyết_định cuối_cùng của trên 170.000 đảng_viên đảng Bảo_thủ dự_kiến tổ_chức từ cuối tháng 8 2/9.Trong cuộc bỏ_phiếu tín_nhiệm nội_bộ của đảng Bảo_thủ ông nhận được 211 phiếu hơn ngưỡng 180 cần_thiết để giành chiến_thắng.Thực_tế cho thấy ông Sunak thường về nhất trong các vòng bỏ_phiếu vừa_qua nhưng bà Liz_Truss được cho là có lợi_thế hơn ở vòng cuối bởi những người bỏ_phiếu trong vòng quyết_định là các đảng_viên đảng Bảo_thủ chứ không phải 358 nghị_sĩ của đảng này.Trước đó Cựu Bộ_trưởng Tài_chính Rishi_Sunak và Ngoại_trưởng Liz_Truss đã trở_thành hai ứng_cử_viên cuối_cùng được các nghị_sĩ đảng Bảo_thủ lựa_chọn là người thay_thế ông Johnson sau khi vòng bỏ_phiếu thứ 5 bầu lãnh_đạo đảng cầm_quyền kết_thúc vào chiều 20-7 theo giờ_địa_phương
162,"[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Theo tổng_hợp của Công_ty cổ_phần Chứng_khoán Bảo Việt BVSC trong tháng 5-2022 lãi_suất huy_động trung_bình đối_với kỳ_hạn 6 tháng và 12 tháng của một_số ngân_hàng tiếp_tục tăng nhẹ lần_lượt ở mức 0,02_% và 0,03 năm lên 4,92 năm và 5,69 năm.So với cùng kỳ năm 2021 lãi_suất huy_động 2 kỳ_hạn này tăng lần_lượt 0,05_% và 0,1 năm.Đơn_cử Ngân_hàng thương_mại cổ_phần Đầu_tư và Phát_triển Việt_Nam BIDV điều_chỉnh tăng 0,1_% lãi_suất ở tất_cả kỳ_hạn dài từ 12 tháng lên 5,6 năm.Báo_cáo tăng_trưởng kinh_tế và dự_báo cho quý kế_tiếp đối_với các thị_trường trong đó có Việt_Nam do Ngân_hàng UOB vừa công_bố dự_báo tiền_đồng có_thể đối_mặt với áp_lực giảm_giá thêm khi Cục Dự_trữ Liên_bang Mỹ FED tiếp_tục tăng lãi_suất trong nửa cuối năm 2022.Ngân_hàng thương_mại cổ_phần Kỹ_thương Việt_Nam Techcombank tăng 0,3_% lãi_suất tiền gửi tại quầy đối_với kỳ_hạn 36 tháng tăng 0,3 0,45_% với các kỳ_hạn ngắn.Thời_gian gần đây lãi_suất huy_động tại một_số ngân_hàng thương_mại đang tiếp_tục rục_rịch tăng đặc_biệt là với các kỳ_hạn dài.Nhưng trong tháng 6-2022 hầu_hết các ngân_hàng đã điều_chỉnh tăng lãi_suất tiết_kiệm trong đó có cả các ngân_hàng thương_mại nhà_nước.Ở nhóm ngân_hàng quốc_doanh Agribank giữ nguyên lãi_suất huy_động ở các kỳ_hạn ngắn nhưng điều_chỉnh tăng 0,1 điểm đối_với các khoản gửi tiết_kiệm từ 12 tháng trở_lên lên mức 5,6 năm.Với dự_báo áp_lực lạm_phát tiếp_tục hiện_hữu trong các tháng tiếp_theo đi cùng với nhu_cầu tăng_trưởng tín_dụng cao hơn trong giai_đoạn phục_hồi kinh_tế VCBS cho vay cũng chịu áp_lực tăng tuy_nhiên sẽ có độ trễ so với thời_điểm tăng của lãi_suất huy_động.Đặt vấn_đề về việc nếu_như mặt_bằng lãi_suất tăng trong thời_gian tới các chuyên_gia cho rằng chính_sách thực_thi gói hỗ_trợ 2 lãi_suất tương_đương mức hỗ_trợ 40 nghìn tỷ đồng theo Nghị_định 31/2022 NĐ-CP vẫn có ý_nghĩa quan_trọng với nền kinh_tế.Tỷ_giá USD VND được điều_chỉnh tăng khá mạnh trong bối_cảnh trên thị_trường thế_giới đồng_bạc xanh cũng đang dao_động gần mức đỉnh hai thập_kỷ gần đây"
163,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Từ những máy_bay không người lái nhỏ thường được sử_dụng để giám_sát đến máy_bay không người lái Bayraktar_TB2 nổi_tiếng do Thổ Nhĩ Kỳ thiết_kế lực_lượng máy_bay không người lái đặc_biệt của Ukraine đã có_thể đối_phó hiệu_quả với xe_tăng và thiết_giáp của Nga.Theo tờ Business_Insider câu_chuyện về những thành_công khi dùng máy_bay không người lái của Ukraine xuất_hiện nhiều trên truyền_thông và mạng xã_hội.Máy_bay không người lái đang đóng một vai_trò quan_trọng trong việc cung_cấp khả_năng tình_báo giám_sát trinh_sát cho người Nga để họ có_thể tiến_hành các cuộc tấn_công từ mặt_đất và trên không.Theo ông Mark_Cancian nhà phân_tích tại Trung_tâm Nghiên_cứu Chiến_lược và Quốc_tế sở_dĩ Ukraine sử_dụng máy_bay không người lái hiệu_quả như vậy thời_gian đầu là do Nga chưa tổ_chức hệ_thống phòng_thủ của mình.Từ những máy_bay không người lái nhỏ thường được sử_dụng để giám_sát đến máy_bay không người lái Bayraktar_TB2 nổi_tiếng do Thổ Nhĩ Kỳ thiết_kế tất_cả đều đã được ca_ngợi là kẻ hủy_diệt các xe_tăng và xe_thiết_giáp của Nga.Những câu_chuyện về sự thành_công được nhắc tới nhiều trên báo_chí được phát trên nhiều video clip phát_tán rộng_rãi trên các trang mạng xã_hội và cho thấy máy_bay không người lái của lực_lượng không_quân Ukraine đã cản_trở đáng_kể những bước_tiến của quân_đội Nga.Dù vô_cùng hiệu_quả trong những ngày đầu của xung_đột song UAV_TB2 bắt_đầu bị lực_lượng Nga hạ gục và quân_đội Ukraine đang hạn_chế sử_dụng chúng.Tuy_nhiên Nga đã rút ra bài_học từ thất_bại trước những chiếc máy_bay không người lái này trong những tháng đầu_tiên của chiến_dịch quân_sự.Lực_lượng UAV đặc_biệt của Ukraine từ UAV cỡ nhỏ thường được sử_dụng để giám_sát cho tới UAV nổi_tiếng Bayraktar_TB2 do Thổ_Nhĩ_Kỳ sản_xuất đã góp_phần phá_hủy xe_tăng và xe_bọc_thép của Nga.Đoạn phim công_bố gần đây của Bộ_Quốc_phòng Nga chiếu cảnh một hệ_thống tác_chiến điện_tử Krasukha-S4 đang hoạt_động tiêu_diệt một máy_bay không người lái của Ukraine
